# libultrahdr HLG OOTF / inverse OOTF (BT.2100 luminance)
# columns: dir, gamma, r_in, g_in, b_in, r_out, g_out, b_out
# dir values: ootf, inverse_ootf, ootf_approx, inverse_ootf_approx
# gamma values cover hlg_system_gamma over typical display peaks
# reference: lib/src/gainmapmath.cpp:294/304/299/309 @ libultrahdr commit 8cbc983
dir,gamma,r_in,g_in,b_in,r_out,g_out,b_out
ootf_approx,1.45299995,0.649999976,0.449999988,0.349999994,0.534765124,0.31341356,0.217535868
inverse_ootf_approx,1.45299995,0.649999976,0.449999988,0.349999994,0.743431747,0.577204883,0.485526979
ootf,1.45299995,0.300000012,0.550000012,0.850000024,0.219576254,0.402556479,0.622132719
inverse_ootf,1.45299995,0.300000012,0.550000012,0.850000024,0.371878713,0.681777596,1.05365634
ootf_approx,1.45299995,0.300000012,0.550000012,0.850000024,0.173883051,0.419514537,0.789670169
inverse_ootf_approx,1.45299995,0.300000012,0.550000012,0.850000024,0.436655074,0.662688553,0.894177854
ootf,1.45299995,0.200000003,0.550000012,0.150000006,0.137076914,0.376961529,0.102807693
inverse_ootf,1.45299995,0.200000003,0.550000012,0.150000006,0.259385169,0.713309169,0.194538876
ootf_approx,1.45299995,0.200000003,0.550000012,0.150000006,0.0964709669,0.419514537,0.0635127127
inverse_ootf_approx,1.45299995,0.200000003,0.550000012,0.150000006,0.33032921,0.662688553,0.270994335
ootf,1.45299995,1,0.5,0.25,0.803244054,0.401622027,0.200811014
inverse_ootf,1.45299995,1,0.5,0.25,1.16275156,0.581375778,0.290687889
ootf_approx,1.45299995,1,0.5,0.25,1,0.365261108,0.133415669
inverse_ootf_approx,1.45299995,1,0.5,0.25,1,0.620614231,0.385162026
ootf,1.45299995,0.850000024,0.100000001,0.100000001,0.490449369,0.0576999262,0.0576999262
inverse_ootf,1.45299995,0.850000024,0.100000001,0.100000001,1.24103951,0.146004647,0.146004647
ootf_approx,1.45299995,0.850000024,0.100000001,0.100000001,0.789670169,0.0352370925,0.0352370925
inverse_ootf_approx,1.45299995,0.850000024,0.100000001,0.100000001,0.894177854,0.205007017,0.205007017
ootf,1.45299995,0.100000001,0.850000024,0.100000001,0.0798490122,0.6787166,0.0798490122
inverse_ootf,1.45299995,0.100000001,0.850000024,0.100000001,0.116751149,0.992384791,0.116751149
ootf_approx,1.45299995,0.100000001,0.850000024,0.100000001,0.0352370925,0.789670169,0.0352370925
inverse_ootf_approx,1.45299995,0.100000001,0.850000024,0.100000001,0.205007017,0.894177854,0.205007017
ootf,1.45299995,0.100000001,0.100000001,0.850000024,0.0416282527,0.0416282527,0.353840172
inverse_ootf,1.45299995,0.100000001,0.100000001,0.850000024,0.182788536,0.182788536,1.55370247
ootf_approx,1.45299995,0.100000001,0.100000001,0.850000024,0.0352370925,0.0352370925,0.789670169
inverse_ootf_approx,1.45299995,0.100000001,0.100000001,0.850000024,0.205007017,0.205007017,0.894177854
ootf,1.45299995,0.99000001,0.99000001,0.99000001,0.985502958,0.985502958,0.985502958
inverse_ootf,1.45299995,0.99000001,0.99000001,0.99000001,0.993106902,0.993106902,0.993106902
ootf_approx,1.45299995,0.99000001,0.99000001,0.99000001,0.985502958,0.985502958,0.985502958
inverse_ootf_approx,1.45299995,0.99000001,0.99000001,0.99000001,0.993106902,0.993106902,0.993106902
ootf,1.5,0.649999976,0.449999988,0.349999994,0.458058536,0.317117453,0.246646911
inverse_ootf,1.5,0.649999976,0.449999988,0.349999994,0.820807934,0.568251669,0.441973507
ootf_approx,1.5,0.649999976,0.449999988,0.349999994,0.524046719,0.301869154,0.207062781
inverse_ootf_approx,1.5,0.649999976,0.449999988,0.349999994,0.750370145,0.587230146,0.496644169
ootf,1.5,0.300000012,0.550000012,0.850000024,0.212580368,0.389730662,0.602311015
inverse_ootf,1.5,0.300000012,0.550000012,0.850000024,0.377444714,0.691981971,1.06942666
ootf_approx,1.5,0.300000012,0.550000012,0.850000024,0.164316773,0.407890916,0.783661306
inverse_ootf_approx,1.5,0.300000012,0.550000012,0.850000024,0.448140472,0.671287358,0.897317111
ootf,1.5,0.200000003,0.550000012,0.150000006,0.131808087,0.362472236,0.0988560617
inverse_ootf,1.5,0.200000003,0.550000012,0.150000006,0.264092058,0.726253152,0.198069036
ootf_approx,1.5,0.200000003,0.550000012,0.150000006,0.0894427225,0.407890916,0.0580947548
inverse_ootf_approx,1.5,0.200000003,0.550000012,0.150000006,0.34199518,0.671287358,0.282310814
ootf,1.5,1,0.5,0.25,0.785190761,0.392595381,0.19629769
inverse_ootf,1.5,1,0.5,0.25,1.17494237,0.587471187,0.293735594
ootf_approx,1.5,1,0.5,0.25,1,0.353553385,0.125
inverse_ootf_approx,1.5,1,0.5,0.25,1,0.629960537,0.396850258
ootf,1.5,0.850000024,0.100000001,0.100000001,0.463250041,0.0545000024,0.0545000024
inverse_ootf,1.5,0.850000024,0.100000001,0.100000001,1.27395642,0.149877235,0.149877235
ootf_approx,1.5,0.850000024,0.100000001,0.100000001,0.783661306,0.0316227786,0.0316227786
inverse_ootf_approx,1.5,0.850000024,0.100000001,0.100000001,0.897317111,0.215443462,0.215443462
ootf,1.5,0.100000001,0.850000024,0.100000001,0.0780063123,0.663053632,0.0780063123
inverse_ootf,1.5,0.100000001,0.850000024,0.100000001,0.118008554,1.00307274,0.118008554
ootf_approx,1.5,0.100000001,0.850000024,0.100000001,0.0316227786,0.783661306,0.0316227786
inverse_ootf_approx,1.5,0.100000001,0.850000024,0.100000001,0.215443462,0.897317111,0.215443462
ootf,1.5,0.100000001,0.100000001,0.850000024,0.0380100645,0.0380100645,0.323085546
inverse_ootf,1.5,0.100000001,0.100000001,0.850000024,0.190575719,0.190575719,1.61989367
ootf_approx,1.5,0.100000001,0.100000001,0.850000024,0.0316227786,0.0316227786,0.783661306
inverse_ootf_approx,1.5,0.100000001,0.100000001,0.850000024,0.215443462,0.215443462,0.897317111
ootf,1.5,0.99000001,0.99000001,0.99000001,0.985037565,0.985037565,0.985037565
inverse_ootf,1.5,0.99000001,0.99000001,0.99000001,0.993322194,0.993322194,0.993322194
ootf_approx,1.5,0.99000001,0.99000001,0.99000001,0.985037565,0.985037565,0.985037565
inverse_ootf_approx,1.5,0.99000001,0.99000001,0.99000001,0.993322194,0.993322194,0.993322194
